"","Flow","WQFileNbr","Legal_Name","Common_Name","Location","Fac_City","Fac_Zip_Code","County","Region.x","Latitude","Longitude","SIC_Code","Facility_Type","Permit_Type","Permit_Description","EPA_Class","Category","Contact_Desc","Organization","Contact_FName","Contact_LName","Contact_Address","City","State","Zip","Phone_Nbr","municipality","5000_gal_bill","total_sewer_lines_mi","year_of_construction","year_of_renovation","total_ww_treated","level_of_treatment","Population","QCODE","Region.y","level_of_treatment_other","pop_2018","pop_2010","pop_2000","pop_1990","pop_1980","acres","HUC8","septic/rv","done","treatmentClass","collectionClass","basin","subbasin","stream","permYr","EPAref","type1","type2","recycledReuse","emergencyOverflow","recycledBiosolids","yearRoundDischarge","BOD5 monthly average lbs/day","BOD5 max lbs/day","TSS monthly average lbs/day","TSS max lbs/day","dryDesignFlowMGD","massLoadFlowMGD","note1","note2","upgrade1","upgrade1_cost","upgrade1_year","upgrade2","upgrade2_cost","upgrade2_year","upgrade3","upgrade3_cost","upgrade3_year","cap_cost","om_cost"
"105","< 1MGD",90578,"TWIN ROCKS SANITARY DISTRICT","TWIN ROCKS WWTP","18005 Hwy 101","Rockaway Beach","97136","TILLAMOOK","NWR",45.5885,-123.9457,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Twin Rocks Sanitary District","Joe","Nemeyer","PO Box 69","Rockaway Bch","OR","97136-0069","503-355-2666","yes","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","y",2,"1","Northern Oregon Coastal","Wilson/Trask/Nestucca","Pacific Ocean",2018,"OR0023493","activated sludge","na",0,0,0,"yes",75,150,"75","150",0.19,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","< 1MGD",90659,"UMATILLA, CITY OF","UMATILLA STP","1205 Third St.","UMATILLA","97882-6174","UMATILLA","ER",45.9166,-119.3473,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Umatilla","Chris","Stensrud","PO Box 130","Umatilla","OR","97882-0130","541-922-3226","yes","","","","","","",NA,NA,NA,NA,"7,320","6,906","4,978","3,046","3,199",3315.35531163,NA,"no","y",3,"2","Umatilla","Middle Columbia/Boardman","Columbia River",2004,"OR0022306","oxidation ditch","na",0,0,0,"yes",200,400,"200","400",0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","< 1MGD",90800,"UNION, CITY OF","UNION STP",".4 MILE W OF TENTH STREET","UNION","97883","UNION","ER",45.2,-117.85,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Union","Ralph","Riomondo","PO Box 529","Union","OR","97883-0529","541-562-5623","yes","53.3","","","2012","","Primary,Secondary,Advanced Treatment/ Tertiary",2160,3,11,NA,"2,160","2,121","1,926","1,847","2,062",1599.50753283,NA,"no","y",2,"2","Grande Ronde","Upper Grande Ronde","Catherine Creek",2004,"OR0029939","biological contactors","na",1,0,0,"no",91,180,"91","180",0.365,0.365,"rotating & submerged","can only discharge at cfs > 17 oct-june",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","< 1MGD",107816,"WALDPORT, CITY OF","WALDPORT WWTP","555 LINT SLOUGH RD","WALDPORT","97394","LINCOLN","WR",44.427,-124.0573,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City Of Waldport","Scott","Andry","PO Box 1120","Waldport","OR","97394-1120","541-563-2111","yes","50.63","","","","","",NA,NA,NA,NA,"2,105","2,033","2,050","1,595","1,274",1965.55932697,NA,"no","y",2,"2","Northern Oregon Coastal","Alsea","Lint Slough",2020,"OR0034053","activated sludge","sequencing batch reactor",0,0,1,"yes",30,60,"30","60",0.7,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","< 1MGD",39750,"Water Environmental Services","WES (Hoodland STP)","24596 E BRIGHT AVE.","WELCHES","97067","CLACKAMAS","NWR",45.3464,-121.9693,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact",NA,"Greg","Eyerly","15941 S Agnes Ave","Oregon City","OR","97045","503-742-4567","yes","","","","","","",NA,NA,NA,NA,"34,860","31,859","25,754","14,698","14,673",6467.65583987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","< 1MGD",94805,"WESTFIR, CITY OF","WESTFIR STP","46700 Westoak Rd","WESTFIR","97492","LANE","WR",43.759,-122.521,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Westfir Wastewater Treatment Plant","Jackson","Stone","PO Box 296","Westfir","OR","97492-0296","(541) 554-8660","yes","7000","2","1958","2007","1.2410000000000001","Primary,Secondary,Advanced Treatment/ Tertiary",260,1,4,NA,"260","253","280","278","312",200.490169425,NA,"no","y",1,"1","Willamette","Middle Willamette","North Fork Middle Fork Willamette River",2010,"OR0028282","trickling filter","na",0,0,0,"yes",7.5,15,"7.5","15",0.03,0.03,"upgraded/replaced 2008 to advantex recirculating suspended fabric filter system","collection replaced w/gravity collection in 2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","< 1MGD",94225,"WESTPORT SEWER SERVICE DISTRICT","WESTPORT SEWER SERVICE DISTRICT STP","91291 Westport Boat Ramp Road","Westport","97013","CLATSOP","NWR",46.1316,-123.3756,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Westport Sewer Service District","Sinclair","Frank","1100 Olney Ave","Astoria","OR","97103-5533","971.212.5782","yes","","","","","","",NA,NA,NA,NA,"9,695","9,477","9,813","10,069","9,996",6525.34159516,NA,"?","y",1,"1","Lower Columbia","Lower Columbia/Clatskanie","Westport Slough",2009,"OR0037496","STEP system","recirculating fabric filter",0,0,0,"yes",14,27,"14","27",0.054,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","< 1MGD",98090,"WINCHESTER BAY SANITARY DISTRICT","WINCHESTER BAY STP","S BANK OF UMPQUA R ESTUARY ON BEACH RD","WINCHESTER BAY","97467","DOUGLAS","WR",43.6734,-124.1889,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","Winchester Bay Sanitary District","Raymond","Davenport","PO Box 1256","Winchester Bay","OR","97467-0812","(541) 271-4214","yes","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","y",3,"2","Umpqua","Umpqua","Umpqua River Estuary",2004,"OR0022616","activated sludge","sequencing batch reactor",0,1,0,"yes",80,160,"80","160",0.32,0.64,"expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","< 1MGD",99260,"YACHATS, CITY OF","YACHATS STP","W. 7TH ST. 3 BLOCKS W. OF HWY 101","YACHATS","97498","LINCOLN","WR",44.3178,-124.1076,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact",NA,"David A","Buckwald","PO Box 345","Yachats","OR","97498-0345","541-547-3385","yes","","13.9_12","1974_1974","2009_2008","71.539000000000001_70 mg","Secondary_____Secondary",745,2,5,NA,"745","690","617","533","482",591.067516703,NA,"no","y",2,"2","Northern Oregon Coastal","Alsea","Pacific Ocean",2018,"OR0020290","activated sludge","sequencing batch reactor",0,0,0,"yes",37,75,"37","75",0.33,0.15,"mass load based on design flow before upgrade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","< 1MGD",99314,"YAMHILL, CITY OF","YAMHILL STP","450 S MAPLE ST","YAMHILL","97148-8638","YAMHILL","WR",45.3396,-123.1861,4952,"SEWERAGE SYSTEMS","NPDES-DOM-Da","Sewage - less than 1 MGD","MINOR","DOM","Facility Contact","City of Yamhill","Richard","Howard","PO Box 9","Yamhill","OR","97148-0009","503-662-4344","yes","","","","","","",NA,NA,NA,NA,"1,090","1,024","794","867","690",311.874273781,NA,"no","y",1,"1","Willamette","Yamhill","North Yamhill River",2003,"OR0022802","lagoons","na",0,0,0,"no",62,140,"94","210",0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
